imageUrl,name,publisher,description,category,tags,price,reviewScore,reviewCount,stockQuantity,dateAdded,id,photoAuthor,photoAuthorUrl
https://images.unsplash.com/photo-1708513427809-728a7913fc9f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBMRUQlMjBEZXNrJTIwTGFtcHxlbnwwfHx8fDE3NzIyMjU4Mjd8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional LED Desk Lamp,Horizon Tech,"The Professional LED Desk Lamp 491 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Bestseller, Waterproof, Versatile, Lightweight, Rechargeable",177.73,3.3,21,404,2025-03-20,l2(o/Z5@-(B*,Uwukuri Emery,https://unsplash.com/@uwukuriemery?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1708513427809-728a7913fc9f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBMRUQlMjBEZXNrJTIwTGFtcHxlbnwwfHx8fDE3NzIyMjU4Mjd8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional LED Desk Lamp,SilverLine Electronics,"The Professional LED Desk Lamp 363 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Rechargeable, Lightweight, Essential, Giftable, Durable",181.82,3.9,7031,1585,2019-04-30,wWnF4p>^)h*[,Uwukuri Emery,https://unsplash.com/@uwukuriemery?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1756576170753-6b2b631e1c78?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBHYW1pbmclMjBNb3VzZXxlbnwwfHx8fDE3NzIyMjU4Mjh8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional Gaming Mouse,Maple Street Press,"The Professional Gaming Mouse 219 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Portable, Ergonomic, Versatile, Limited Edition, Premium",226.9,2.0,3321,16,2018-08-23,SaR~A'qMP1to,Andrey Matveev,https://unsplash.com/@zelebb?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1586187543706-b43086b30978?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDb21wYWN0JTIwRXh0ZXJuYWwlMjBIYXJkJTIwRHJpdmV8ZW58MHx8fHwxNzcyMjI1ODI4fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Compact External Hard Drive,BlueRiver Outfitters,"The Compact External Hard Drive 394 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Giftable, Durable, Bestseller, Essential, Waterproof",189.89,5.0,1715,1911,2025-12-25,"""!BGSd""/Vn""j",Everyday Basics,https://unsplash.com/@zanardi?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1759395162739-84190996783c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxTbWFydCUyMFNjaWVuY2UlMjBGaWN0aW9uJTIwTm92ZWx8ZW58MHx8fHwxNzcyMjI1ODI4fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Smart Science Fiction Novel,Summit Gear Co.,"The Smart Science Fiction Novel 619 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Portable, Wireless, Lightweight, Giftable, Limited Edition",777.92,1.2,4852,735,2021-01-24,ET5z@aL(ZRLH,Declan Sun,https://unsplash.com/@declansun?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1592999641298-434e28c11d14?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQb3J0YWJsZSUyMFN0YWlubGVzcyUyMFN0ZWVsJTIwV2F0ZXIlMjBCb3R0bGV8ZW58MHx8fHwxNzcyMjI1ODI5fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Portable Stainless Steel Water Bottle,Horizon Tech,"The Portable Stainless Steel Water Bottle 841 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Modern, Durable, Giftable, Portable, Compact",175.88,1.9,5118,913,2017-01-25,8Bw>#<Ugoe8q,Filip Baotić,https://unsplash.com/@filipbaotic?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1718210719917-c6e1cd5be085?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBTdGFpbmxlc3MlMjBTdGVlbCUyMFdhdGVyJTIwQm90dGxlfGVufDB8fHx8MTc3MjIyNTgyOXww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional Stainless Steel Water Bottle,BlueRiver Outfitters,"The Professional Stainless Steel Water Bottle 830 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Ergonomic, Modern, Waterproof, Essential, Giftable",221.44,1.6,5402,1504,2025-12-28,u:t=kUY\i;(7,Kedibone Isaac Makhumisane,https://unsplash.com/@isaax_the_artist?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1592289924034-c423dd2f1c5d?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxVbHRyYSUyMEJhY2twYWNrfGVufDB8fHx8MTc3MjIyNTgyOXww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Ultra Backpack,SilverLine Electronics,"The Ultra Backpack 708 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Limited Edition, Lightweight, Durable, Compact, Bestseller",421.96,1.3,4520,743,2016-01-20,"J8PN,D_R8-ua",Hitoshi Namura,https://unsplash.com/@namu_photograph?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1637437411826-bab0dc76a310?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcmVtaXVtJTIwUnVubmluZyUyMFNob2VzfGVufDB8fHx8MTc3MjIyNTgzMHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Premium Running Shoes,BlueRiver Outfitters,"The Premium Running Shoes 678 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Premium, Limited Edition, Versatile, Essential, Wireless",324.1,3.9,2703,1115,2019-11-05,hcvq)VCke6/z,Mostafa Mahmoudi,https://unsplash.com/@mostafa_mahmoudi24?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1655976796910-b239b1a1a41c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxTbWFydCUyMEJsdWV0b290aCUyMFNwZWFrZXJ8ZW58MHx8fHwxNzcyMjI1ODMwfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Smart Bluetooth Speaker,UrbanNest,"The Smart Bluetooth Speaker 211 by UrbanNest delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"New Arrival, Portable, Wireless, Waterproof, Rechargeable",312.23,3.1,6799,1150,2018-05-13,^Tk\\Xe]MmMt,Ajeet Panesar,https://unsplash.com/@ajeetpanesarphotography?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1752367428176-2b0cd6cc11b4?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxXaXJlbGVzcyUyMEVsZWN0cmljJTIwS2V0dGxlfGVufDB8fHx8MTc3MjIyNTgzMHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Wireless Electric Kettle,BlueRiver Outfitters,"The Wireless Electric Kettle 248 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"New Arrival, Wireless, Giftable, Essential, Premium",158.17,3.8,2812,1936,2025-05-15,D!F|'ugOCn35,Rodrigo Araya,https://unsplash.com/@rodrigotypo?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1586187543706-b43086b30978?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxTbWFydCUyMEV4dGVybmFsJTIwSGFyZCUyMERyaXZlfGVufDB8fHx8MTc3MjIyNTgzMHww&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Smart External Hard Drive,SilverLine Electronics,"The Smart External Hard Drive 445 by SilverLine Electronics delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Lightweight, Rechargeable, Essential, Durable, Giftable",318.56,1.5,7168,1118,2024-05-13,HR*6dO'k)v-S,Everyday Basics,https://unsplash.com/@zanardi?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1701318134643-89f62a0d78f9?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxFY28lMjA0SyUyME1vbml0b3J8ZW58MHx8fHwxNzcyMjI1ODMxfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Eco 4K Monitor,BlueRiver Outfitters,"The Eco 4K Monitor 887 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Wireless, Waterproof, Ergonomic, Versatile, Giftable",129.36,2.2,4925,1443,2019-05-05,tbxV}c968%5f,Trần Quang Phú,https://unsplash.com/@tranquangphu?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1509098681029-b45e9c845022?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxTbWFydCUyME5vaXNlJTIwQ2FuY2VsbGluZyUyMEhlYWRwaG9uZXN8ZW58MHx8fHwxNzcyMjI1ODMxfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Smart Noise Cancelling Headphones,Maple Street Press,"The Smart Noise Cancelling Headphones 288 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Lightweight, Bestseller, Versatile, Limited Edition, Modern",61.11,4.4,5025,1705,2025-12-25,B]?z(yw0IaNB,Mubariz Mehdizadeh,https://unsplash.com/@mehdizadeh?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1716623816154-82045bc02706?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBDb29rd2FyZSUyMFNldHxlbnwwfHx8fDE3NzIyMjU4MzF8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional Cookware Set,BrightLeaf Publishing,"The Professional Cookware Set 151 by BrightLeaf Publishing delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Compact, New Arrival, Modern, Rechargeable, Ergonomic",107.1,4.8,8720,969,2021-04-28,"KU,YQQnV*ZRh",Vlad Kutepov,https://unsplash.com/@kvtepov?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1605880319307-757c2d258a3f?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcmVtaXVtJTIwQ29va3dhcmUlMjBTZXR8ZW58MHx8fHwxNzcyMjI1ODMyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Premium Cookware Set,BlueRiver Outfitters,"The Premium Cookware Set 197 by BlueRiver Outfitters delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the electronics category, offering a strong balance of value and functionality.",Electronics,"Modern, Compact, Bestseller, Lightweight, Limited Edition",313.15,3.9,5248,1272,2017-11-30,",dtK;&-mwA|E",Fanny Prevost,https://unsplash.com/@itsfannyprevost?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1579528542333-4148f1769c35?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBSdW5uaW5nJTIwU2hvZXN8ZW58MHx8fHwxNzcyMjI1ODMyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional Running Shoes,NorthPeak,"The Professional Running Shoes 324 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Essential, Portable, Waterproof, Premium, Lightweight",131.02,1.9,4862,1091,2018-11-05,dVBc(wr\X/b=,Carl Barcelo,https://unsplash.com/@barcelocarl?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1748017185912-c2a467989758?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDb21wYWN0JTIwQ29va2Jvb2t8ZW58MHx8fHwxNzcyMjI1ODMyfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Compact Cookbook,Summit Gear Co.,"The Compact Cookbook 349 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the clothing category, offering a strong balance of value and functionality.",Clothing,"Compact, Rechargeable, Ergonomic, Durable, Premium",478.64,1.4,4381,1002,2023-11-16,qJFfAiG|g*k:,Harrison Chang,https://unsplash.com/@harrisonchang?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1643385958950-8f0b8852171a?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxVbHRyYSUyMEJsdWV0b290aCUyMFNwZWFrZXJ8ZW58MHx8fHwxNzcyMjI1ODMzfDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Ultra Bluetooth Speaker,Horizon Tech,"The Ultra Bluetooth Speaker 495 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the office supplies category, offering a strong balance of value and functionality.",Office Supplies,"Durable, Giftable, Essential, Compact, Modern",791.96,3.6,5849,582,2020-02-14,FIKY0iUhS|8S,Suraj Kumar,https://unsplash.com/@surajjnv?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1637714409323-d5e6e9731252?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxFY28lMjBGaXRuZXNzJTIwVHJhY2tlcnxlbnwwfHx8fDE3NzIyMjU4MzN8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Eco Fitness Tracker,Maple Street Press,"The Eco Fitness Tracker 968 by Maple Street Press delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the sports & outdoors category, offering a strong balance of value and functionality.",Sports & Outdoors,"Wireless, Giftable, Ergonomic, Bestseller, Premium",580.21,3.8,2309,1020,2017-09-12,*t5"Hfo\{Mo=,Intenza Fitness,https://unsplash.com/@intenzafitness?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1572341396754-c8b300b56292?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxDb21wYWN0JTIwWW9nYSUyME1hdHxlbnwwfHx8fDE3NzIyMjU4MzN8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Compact Yoga Mat,Summit Gear Co.,"The Compact Yoga Mat 777 by Summit Gear Co. delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"New Arrival, Compact, Lightweight, Premium, Versatile",238.4,2.0,1843,734,2016-10-09,SWr-T3bgb<81,Klara Kulikova,https://unsplash.com/@kkalerry?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1716623816154-82045bc02706?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxQcm9mZXNzaW9uYWwlMjBDb29rd2FyZSUyMFNldHxlbnwwfHx8fDE3NzIyMjU4MzF8MA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Professional Cookware Set,NorthPeak,"The Professional Cookware Set 103 by NorthPeak delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the books category, offering a strong balance of value and functionality.",Books,"Premium, New Arrival, Rechargeable, Waterproof, Essential",35.19,4.2,4280,88,2021-12-20,}ex-_Gc|xV3_,Vlad Kutepov,https://unsplash.com/@kvtepov?utm_source=sse554_capstone&utm_medium=referral
https://images.unsplash.com/photo-1759395162739-84190996783c?crop=entropy&cs=tinysrgb&fit=max&fm=jpg&ixid=M3w4NzQxNTN8MHwxfHNlYXJjaHwxfHxTbWFydCUyMFNjaWVuY2UlMjBGaWN0aW9uJTIwTm92ZWx8ZW58MHx8fHwxNzcyMjI1ODI4fDA&ixlib=rb-4.1.0&q=80&w=1080?utm_source=sse554_capstone&utm_medium=referral,Smart Science Fiction Novel,Horizon Tech,"The Smart Science Fiction Novel 980 by Horizon Tech delivers dependable performance with quality materials and thoughtful design. It is well suited for everyday use in the home & kitchen category, offering a strong balance of value and functionality.",Home & Kitchen,"Wireless, Modern, Bestseller, Lightweight, Essential",351.38,4.9,3358,792,2023-09-04,QoT?JgD)dE?M,Declan Sun,https://unsplash.com/@declansun?utm_source=sse554_capstone&utm_medium=referral
